,,taxon_name,ref_id,sh_id,rep,kingdom,phylum,class,order,family,genus,species,taxon_name_sh,primary_lifestyle,secondary_lifestyle,nematode_feeding,nematode_ecology,decay_type,growth_form,,,,
90,119,Cladophialophora_sp,UDB02729929,SH1069531.09FU,reps,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,Cladophialophora_sp_SH1069531.09FU,soil_saprotroph,root_endophyte_dark_septate,,,soil,dimorphic_yeast,,,,
91,121,Aspergillus_caninus,MH231757,SH1003602.09FU,reps,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_caninus,Aspergillus_caninus_SH1003602.09FU,unspecified_saprotroph,foliar_endophyte,,,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium,
92,122,Agaricomycetes_sp,UDB0920134,SH1172231.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp,Agaricomycetes_sp_SH1172231.09FU,NA,NA,,,NA,NA,,,,
93,124,Spiromastix_sp,UDB07374249,SH1219454.09FU,reps,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Spiromastix,Spiromastix_sp,Spiromastix_sp_SH1219454.09FU,soil_saprotroph,NA,,,soil,filamentous_mycelium,,,,
94,125,Rhizophydiaceae_sp,UDB06439048,SH0908766.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydiaceae_gen_Incertae_sedis,Rhizophydiaceae_sp,Rhizophydiaceae_sp_SH0908766.09FU,NA,NA,,,NA,NA,,,,
95,126,Rhizophydiaceae_sp,UDB06437707,SH0908765.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydiaceae_gen_Incertae_sedis,Rhizophydiaceae_sp,Rhizophydiaceae_sp_SH0908765.09FU,NA,NA,,,NA,NA,,,,
96,127,Fungi_sp,MN059897,SH1074765.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1074765.09FU,NA,NA,,,NA,NA,,,,
97,128,Ceratobasidium_sp,JX042735,SH1040686.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium_sp,Ceratobasidium_sp_SH1040686.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,roots,soil,filamentous_mycelium,,
98,129,Acremonium_persicinum,AB540575,SH0885442.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_persicinum,Acremonium_persicinum_SH0885442.09FU,unspecified_saprotroph,foliar_endophyte,,,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium,
99,130,Paraphaeosphaeria_sporulosa,UDB03678145,SH1068216.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Paraphaeosphaeria_sporulosa,Paraphaeosphaeria_sporulosa_SH1068216.09FU,wood_saprotroph,NA,,,wood,filamentous_mycelium,,,,
100,131,Mortierellaceae_sp,UDB04930704,SH0887462.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierellaceae_gen_Incertae_sedis,Mortierellaceae_sp,Mortierellaceae_sp_SH0887462.09FU,NA,NA,,,NA,NA,,,,
101,132,Herpotrichiellaceae_sp,UDB03383204,SH1047125.09FU,reps,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,Herpotrichiellaceae_sp_SH1047125.09FU,NA,NA,,,NA,NA,,,,
102,133,Fusarium_oxysporum,UDB02182929,SH1087414.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_oxysporum,Fusarium_oxysporum_SH1087414.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
103,134,Fungi_sp,UDB02144449,SH1043585.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1043585.09FU,NA,NA,,,NA,NA,,,,
104,142,Agaricales_sp,UDB0896717,SH1158722.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Agaricales_gen_Incertae_sedis,Agaricales_sp,Agaricales_sp_SH1158722.09FU,NA,NA,,,NA,NA,,,,
105,144,Pleosporales_sp,UDB05277734,SH1213130.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp,Pleosporales_sp_SH1213130.09FU,NA,NA,,,NA,NA,,,,
106,145,Phyllactinia_lagerstroemiae,LC177378,SH1153327.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia_lagerstroemiae,Phyllactinia_lagerstroemiae_SH1153327.09FU,plant_pathogen,NA,,,NA,filamentous_mycelium,,,,
107,146,Mortierella_sp,UDB0415478,SH1039180.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp,Mortierella_sp_SH1039180.09FU,soil_saprotroph,root-associated,,,roots,soil,filamentous_mycelium,,,
108,147,Linnemannia_amoeboidea,HQ630346,SH2088875.09FU,refs,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia_amoeboidea,Linnemannia_amoeboidea_SH2088875.09FU,soil_saprotroph,NA,,,NA,NA,,,,
109,149,GS02_sp,UDB02291262,SH1207356.09FU,reps,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS02,GS02_fam_Incertae_sedis,GS02_gen_Incertae_sedis,GS02_sp,GS02_sp_SH1207356.09FU,NA,NA,,,NA,NA,,,,
110,150,Fungi_sp,UDB02101821,SH1223834.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1223834.09FU,NA,NA,,,NA,NA,,,,
111,153,Basidiomycota_sp,UDB01503987,SH1197905.09FU,reps,Fungi,Basidiomycota,Basidiomycota_cls_Incertae_sedis,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp,Basidiomycota_sp_SH1197905.09FU,NA,NA,,,NA,NA,,,,
112,155,Valsonectria_pulchella,GU566290,SH0971595.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Valsonectria,Valsonectria_pulchella,Valsonectria_pulchella_SH0971595.09FU,wood_saprotroph,NA,,,wood,filamentous_mycelium,,,,
113,157,Ramicandelaber_sp,UDB06292327,SH1119248.09FU,reps,Fungi,Kickxellomycota,Ramicandelaberomycetes,Ramicandelaberales,Ramicandelaberaceae,Ramicandelaber,Ramicandelaber_sp,Ramicandelaber_sp_SH1119248.09FU,soil_saprotroph,NA,,,soil,filamentous_mycelium,,,,
114,158,Pseudogymnoascus_appendiculatus,KJ755523,SH2575709.09FU,refs,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus_appendiculatus,Pseudogymnoascus_appendiculatus_SH2575709.09FU,soil_saprotroph,NA,,,soil,filamentous_mycelium,,,,
115,159,Piptocephalis_sp,UDB04687720,SH1166513.09FU,reps,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Piptocephalis,Piptocephalis_sp,Piptocephalis_sp_SH1166513.09FU,mycoparasite,fungal_decomposer,,,fungal_material,filamentous_mycelium,,,,
116,160,Oliveonia_sp,UDB0256075,SH1090504.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_fam_Incertae_sedis,Oliveonia,Oliveonia_sp,Oliveonia_sp_SH1090504.09FU,wood_saprotroph,NA,,,wood,filamentous_mycelium,,,,
117,161,Fungi_sp,UDB0749580,SH1188264.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1188264.09FU,NA,NA,,,NA,NA,,,,
118,168,Chytridiomycota_sp,UDB02293513,SH0897852.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH0897852.09FU,NA,NA,,,NA,NA,,,,
119,169,Chloridium_aseptatum,MH476571,SH0979780.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,Chloridium_aseptatum,Chloridium_aseptatum_SH0979780.09FU,litter_saprotroph,wood_saprotroph,,,wood,leaf/fruit/seed,roots,animal_material,filamentous_mycelium,
120,170,Chaetosphaeria_sp,UDB01753998,SH0979821.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Chaetosphaeria_sp,Chaetosphaeria_sp_SH0979821.09FU,litter_saprotroph,wood_saprotroph,,,wood,leaf/fruit/seed,filamentous_mycelium,,,
121,173,Biappendiculispora_sp,EU479982,SH0882944.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Biappendiculispora,Biappendiculispora_sp,Biappendiculispora_sp_SH0882944.09FU,litter_saprotroph,NA,,,leaf/fruit/seed,filamentous_mycelium,,,,
122,174,Aspergillus_flaschentraegeri,EF652150,SH0884087.09FU,refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_flaschentraegeri,Aspergillus_flaschentraegeri_SH0884087.09FU,unspecified_saprotroph,foliar_endophyte,,,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium,
123,175,Ascomycota_sp,UDB06416045,SH0960989.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH0960989.09FU,NA,NA,,,NA,NA,,,,
124,176,Acrocalymma_pterocarpi,MK347732,SH0989073.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Acrocalymmaceae,Acrocalymma,Acrocalymma_pterocarpi,Acrocalymma_pterocarpi_SH0989073.09FU,wood_saprotroph,NA,,,wood,filamentous_mycelium,,,,
125,177,Absidia_sp,UDB0820125,SH0912418.09FU,reps,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Absidia,Absidia_sp,Absidia_sp_SH0912418.09FU,soil_saprotroph,NA,,,soil,filamentous_mycelium,,,,
126,179,Septoglomus_sp,KF849493,SH0939971.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,Septoglomus_sp,Septoglomus_sp_SH0939971.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
127,180,Rhodotorula_sp,UDB06553008,SH1294870.09FU,reps,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_sp,Rhodotorula_sp_SH1294870.09FU,unspecified_saprotroph,foliar_endophyte,,,NA,yeast,,,,
128,181,Pleosporales_sp,MW764226,SH0930375.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp,Pleosporales_sp_SH0930375.09FU,NA,NA,,,NA,NA,,,,
129,182,Pleosporales_sp,MG208155,SH0997149.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp,Pleosporales_sp_SH0997149.09FU,NA,NA,,,NA,NA,,,,
130,183,Kickxellomycota_sp,UDB02429975,SH1119909.09FU,reps,Fungi,Kickxellomycota,Kickxellomycota_cls_Incertae_sedis,Kickxellomycota_ord_Incertae_sedis,Kickxellomycota_fam_Incertae_sedis,Kickxellomycota_gen_Incertae_sedis,Kickxellomycota_sp,Kickxellomycota_sp_SH1119909.09FU,NA,NA,,,NA,NA,,,,
131,184,Kickxellomycota_sp,UDB02429519,SH1119914.09FU,reps,Fungi,Kickxellomycota,Kickxellomycota_cls_Incertae_sedis,Kickxellomycota_ord_Incertae_sedis,Kickxellomycota_fam_Incertae_sedis,Kickxellomycota_gen_Incertae_sedis,Kickxellomycota_sp,Kickxellomycota_sp_SH1119914.09FU,NA,NA,,,NA,NA,,,,
132,185,Herpotrichia_pinetorum,FJ904482,SH0985650.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Herpotrichia,Herpotrichia_pinetorum,Herpotrichia_pinetorum_SH0985650.09FU,plant_pathogen,wood_saprotroph,,,wood,leaf/fruit/seed,roots,filamentous_mycelium,,
133,186,Fusarium_solani,KT899480,SH0937626.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_solani,Fusarium_solani_SH0937626.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
134,194,Chytridiomycota_sp,UDB02169811,SH1026551.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH1026551.09FU,NA,NA,,,NA,NA,,,,
135,198,Talaromyces_adpressus,KU866657,SH4242394.09FU,refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,Talaromyces_adpressus,Talaromyces_adpressus_SH4242394.09FU,unspecified_saprotroph,NA,,,leaf/fruit/seed,soil,animal_material,filamentous_mycelium,,
136,200,Paraphoma_radicina,KF251172,SH0961090.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma_radicina,Paraphoma_radicina_SH0961090.09FU,plant_pathogen,wood_saprotroph,,,wood,filamentous_mycelium,,,,
137,201,Nectria_ramulariae,AY677291,SH1239897.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Nectria_ramulariae,Nectria_ramulariae_SH1239897.09FU,plant_pathogen,litter_saprotroph,,,wood,leaf/fruit/seed,roots,soil,filamentous_mycelium,
138,204,Keratinophyton_lemmensii,MN633082,SH1237731.09FU,refs,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Keratinophyton,Keratinophyton_lemmensii,Keratinophyton_lemmensii_SH1237731.09FU,unspecified_saprotroph,NA,,,NA,NA,,,,
139,206,Helotiaceae_sp,KU581438,SH0961011.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Helotiaceae_gen_Incertae_sedis,Helotiaceae_sp,Helotiaceae_sp_SH0961011.09FU,NA,NA,,,NA,NA,,,,
140,207,GS35_sp,UDB097091,SH1322839.09FU,reps,Fungi,Ascomycota,GS35,GS35_ord_Incertae_sedis,GS35_fam_Incertae_sedis,GS35_gen_Incertae_sedis,GS35_sp,GS35_sp_SH1322839.09FU,NA,NA,,,NA,NA,,,,
141,222,Chytridiomycetes_sp,AB520459,SH1330550.09FU,reps,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiomycetes_ord_Incertae_sedis,Chytridiomycetes_fam_Incertae_sedis,Chytridiomycetes_gen_Incertae_sedis,Chytridiomycetes_sp,Chytridiomycetes_sp_SH1330550.09FU,NA,NA,,,NA,NA,,,,
142,223,Chytridiales_sp,UDB02250655,SH1122418.09FU,reps,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiales_fam_Incertae_sedis,Chytridiales_gen_Incertae_sedis,Chytridiales_sp,Chytridiales_sp_SH1122418.09FU,NA,NA,,,NA,NA,,,,
143,225,Chaetomium_angustispirale,JX280764,SH2144979.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_angustispirale,Chaetomium_angustispirale_SH2144979.09FU,litter_saprotroph,foliar_endophyte,,,wood,leaf/fruit/seed,soil,dung,filamentous_mycelium,
144,231,Caespitomonium_euphorbiae,OK664698,SH0885397.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Caespitomonium,Caespitomonium_euphorbiae,Caespitomonium_euphorbiae_SH0885397.09FU,plant_pathogen,NA,,,NA,NA,,,,
145,232,Basidiomycota_sp,UDB03120394,SH0942591.09FU,reps,Fungi,Basidiomycota,Basidiomycota_cls_Incertae_sedis,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp,Basidiomycota_sp_SH0942591.09FU,NA,NA,,,NA,NA,,,,
146,233,Ascomycota_sp,MK406855,SH1277440.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH1277440.09FU,NA,NA,,,NA,NA,,,,
147,236,Xylariaceae_sp,KU747903,SH1033086.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylariaceae_gen_Incertae_sedis,Xylariaceae_sp,Xylariaceae_sp_SH1033086.09FU,NA,NA,,,NA,NA,,,,
148,237,Vishniacozyma_victoriae,AF444469,SH0994206.09FU,refs,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_victoriae,Vishniacozyma_victoriae_SH0994206.09FU,soil_saprotroph,NA,,,soil,yeast,,,,
149,239,Tetracladium_sp,UDB05459166,SH1078574.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,Tetracladium_sp,Tetracladium_sp_SH1078574.09FU,litter_saprotroph,NA,,,leaf/fruit/seed,filamentous_mycelium,,,,
150,240,Stachybotryaceae_sp,UDB01838987,SH1074231.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotryaceae_gen_Incertae_sedis,Stachybotryaceae_sp,Stachybotryaceae_sp_SH1074231.09FU,NA,NA,,,NA,NA,,,,
151,241,Spizellomycetales_sp,UDB07391877,SH1201314.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1201314.09FU,NA,NA,,,NA,NA,,,,
152,242,Sordariales_sp,UDB07300954,SH0995724.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Sordariales_gen_Incertae_sedis,Sordariales_sp,Sordariales_sp_SH0995724.09FU,NA,NA,,,NA,NA,,,,
153,243,Rhizophagus_irregularis,OL449411,SH0984995.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis_SH0984995.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
154,246,Pseudocoleophoma_sp,UDB05323967,SH0976567.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Pseudocoleophoma,Pseudocoleophoma_sp,Pseudocoleophoma_sp_SH0976567.09FU,plant_pathogen,NA,,,NA,filamentous_mycelium,,,,
155,247,Preussia_persica,GQ292750,SH0999571.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_persica,Preussia_persica_SH0999571.09FU,dung_saprotroph,NA,,,dung,filamentous_mycelium,,,,
156,250,Mortierella_sp,UDB04927840,SH1039153.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp,Mortierella_sp_SH1039153.09FU,soil_saprotroph,root-associated,,,roots,soil,filamentous_mycelium,,,
157,251,Mirandina_sp,UDB0724231,SH0953475.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Mirandina,Mirandina_sp,Mirandina_sp_SH0953475.09FU,litter_saprotroph,NA,,,leaf/fruit/seed,filamentous_mycelium,,,,
158,252,Microbotryomycetes_sp,UDB06553329,SH1294808.09FU,reps,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Microbotryomycetes_fam_Incertae_sedis,Microbotryomycetes_gen_Incertae_sedis,Microbotryomycetes_sp,Microbotryomycetes_sp_SH1294808.09FU,NA,NA,,,NA,NA,,,,
159,253,Leveillula_elaeagni,AB042642,SH1028945.09FU,refs,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Leveillula,Leveillula_elaeagni,Leveillula_elaeagni_SH1028945.09FU,plant_pathogen,NA,,,NA,filamentous_mycelium,,,,
160,254,Leotiomycetes_sp,UDB02846740,SH1035611.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Leotiomycetes_ord_Incertae_sedis,Leotiomycetes_fam_Incertae_sedis,Leotiomycetes_gen_Incertae_sedis,Leotiomycetes_sp,Leotiomycetes_sp_SH1035611.09FU,NA,NA,,,NA,NA,,,,
161,256,Hypocreales_sp,MH862172,SH1078325.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Hypocreales_gen_Incertae_sedis,Hypocreales_sp,Hypocreales_sp_SH1078325.09FU,NA,NA,,,NA,NA,,,,
162,257,Fusarium_sp,KJ996102,SH1126521.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_sp,Fusarium_sp_SH1126521.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
163,258,Fusarium_mahasenii,JF433045,SH0937612.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_mahasenii,Fusarium_mahasenii_SH0937612.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
164,259,Fungi_sp,UDB0750185,SH1015344.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1015344.09FU,NA,NA,,,NA,NA,,,,
165,264,Didymella_sp,FJ426993,SH2737882.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella_coffeae.arabicae,Didymella_sp_SH2737882.09FU,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
166,265,Clonostachys_eriocamporesii,MN699133,SH1077305.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys_eriocamporesii,Clonostachys_eriocamporesii_SH1077305.09FU,wood_saprotroph,plant_pathogen,,,wood,leaf/fruit/seed,fungal_material,animal_material,filamentous_mycelium,
167,266,Cladosporium_herbarum,EF679363,SH1081689.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_herbarum,Cladosporium_herbarum_SH1081689.09FU,litter_saprotroph,plant_pathogen,,,wood,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium
168,268,Chytridiomycota_sp,UDB03104737,SH1178567.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH1178567.09FU,NA,NA,,,NA,NA,,,,
169,269,Chytridiomycota_sp,UDB02171075,SH1012397.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH1012397.09FU,NA,NA,,,NA,NA,,,,
170,270,Chaetothyriales_sp,UDB0259675,SH1047123.09FU,reps,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Chaetothyriales_sp,Chaetothyriales_sp_SH1047123.09FU,NA,NA,,,NA,NA,,,,
171,282,Trichocladium_acropullum,JX280763,SH1969911.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium,Trichocladium_acropullum,Trichocladium_acropullum_SH1969911.09FU,unspecified_saprotroph,NA,,,NA,filamentous_mycelium,,,,
172,287,Sporidiobolales_sp,EU003043,SH1085709.09FU,reps,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolales_fam_Incertae_sedis,Sporidiobolales_gen_Incertae_sedis,Sporidiobolales_sp,Sporidiobolales_sp_SH1085709.09FU,NA,NA,,,NA,NA,,,,
173,288,Spizellomycetales_sp,UDB07391864,SH1201942.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetales_fam_Incertae_sedis,Spizellomycetales_gen_Incertae_sedis,Spizellomycetales_sp,Spizellomycetales_sp_SH1201942.09FU,NA,NA,,,NA,NA,,,,
174,289,Septoglomus_viscosum,UDB06942199,SH0939998.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,Septoglomus_viscosum,Septoglomus_viscosum_SH0939998.09FU,arbuscular_mycorrhizal,root-associated,,,NA,filamentous_mycelium,,,,
175,291,Rhizophlyctis_rosea,UDB06413622,SH1067658.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea,Rhizophlyctis_rosea_SH1067658.09FU,litter_saprotroph,algal_parasite,,,leaf/fruit/seed,algal_material,zoosporic-rhizomycelial_(chytrid-like),,,
176,292,Rhizophlyctis_rosea,UDB06407897,SH1213998.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea,Rhizophlyctis_rosea_SH1213998.09FU,litter_saprotroph,algal_parasite,,,leaf/fruit/seed,algal_material,zoosporic-rhizomycelial_(chytrid-like),,,
